company,year,text,be,ce
Coca-Cola,2007,"Our Company seeks to build its existing brands and, at the same time, to broaden its historical family of brands, products and service",100,0
Coca-Cola,2007," our Company introduced a variety of new brands, brand extensions and new beverage products",100,0
Coca-Cola,2007,Our Company owns or licenses more than 450 brands,73,0
Coca-Cola,2007,"We make equity investments in selected bottling operations with the intention of maximizing the strength and efficiency of the Coca-Cola system’s production, distribution and marketing capabilities around the world. These investments are intended to result in increases in unit case volume, net revenues and profits at the bottler level, which in turn generate increased concentrate sales for our Company’s concentrate and syrup business",47,7
Coca-Cola,2007,"Competitive factors impacting our business include, but are not limited to, pricing, advertising, sales promotion programs, product innovation, increased efficiency in production techniques, the introduction of new packaging, new vending and dispensing equipment, and brand and trademark development and protection",60,0
Coca-Cola,2007,Competitive strengths include leading brands,100,0
Coca-Cola,2007,"Employing our business strategy, and with special focus on core brands, our Company seeks to build its existing brands and, at the same time, to broaden its historical family of brands, products and services in order to create and satisfy consumer demand locale by locale",100,7
Coca-Cola,2007,Our success depends on our ability to maintain brand image for our existing products and effectively build up brand image for new products and brand extensions,100,0
Coca-Cola,2007,We make significant marketing expenditures in support of our brands,100,0
Coca-Cola,2007,Marketing investments are designed to enhance consumer awareness and increase consumer preference for our brands,100,7
Coca-Cola,2007,We focus on ensuring that our customers have the right product and package offerings and the right promotional tools to deliver enhanced value to themselves and the Company. We are constantly looking to build new beverage consumption occasion,40,40
Coca-Cola,2007,Company advances payments to certain customers to fund future marketing activities intended to generate profitable volume,20,7
Coca-Cola,2007,"The increases were primarily related to continued investments in marketing, increased costs to drive growth in our consolidated bottling operations, including a 6 percent increase related to the acquisitions and consolidations of certain bottling operations (refer to Note 20 of Notes to Consolidated Financial Statements), increased sales and service costs for certain brand acquisitions and a 4 percent increase due to foreign currency fluctuations.",60,7
Coca-Cola,2007,"The increases in selling and advertising expenses were primarily related to increased investments in marketing and innovation activities, including the reinvestment of certain general and administrative expense savings derived from productivity initiatives.",60,7
Coca-Cola,2007, We focus on enhancing value for our customers and providing solutions to grow their beverage businesses,0,73
Coca-Cola,2007,"Our approach includes understanding each customer’s business and needs, whether that customer is a sophisticated retailer in a developed market or a kiosk owner in an emerging market",0,73
Coca-Cola,2007,"Amortized intangible assets (various, principally customer relationships and trademarks):",100,100
Coca-Cola,2007," the Company allocated approximately $2.8 billion to trademarks, approximately $2.2 billion to goodwill, approximately $0.2 billion to customer relationships",100,87
Coca-Cola,2007, Chief Customer Officer of the Company,0,100
Coca-Cola,2010,Company is the world's largest nonalcoholic beverage company. We own or license and market more than 500 nonalcoholic beverage brands,100,0
Coca-Cola,2010,Goal is to use our Company's assets — our brands,100,0
Coca-Cola,2010,"Our Company introduced a variety of new brands, brand extensions and new beverage products",100,0
Coca-Cola,2010,"We make equity investments in selected bottling operations with the intention of maximizing the strength and efficiency of the Coca-Cola system's production, distribution and marketing capabilities",47,7
Coca-Cola,2010,Our competitive strengths include leading brands,100,0
Coca-Cola,2010,Our success depends on our ability to maintain brand image for our existing products and effectively build up brand image for new products and brand extension,100,0
Coca-Cola,2010,"Our objective is to use our formidable assets — brands, financial strength, unrivaled distribution system, global reach, and the talent and strong commitment of our management and associates — to achieve long-term sustainable growth",87,7
Coca-Cola,2010,Strategic priorities are driving global beverage leadership; accelerating innovation,73,0
Coca-Cola,2010,Marketing  investments are designed to enhance consumer awareness of and increase consumer preference for our brands,100,7
Coca-Cola,2010,"We have disciplined marketing strategies that focus on driving volume in emerging markets, increasing our brand value in developing markets and growing profit in our most developed markets.",73,0
Coca-Cola,2010,"In developing markets, where consumer access has largely been established, our focus is on differentiating our brands",100,0
Coca-Cola,2010,"In our most developed markets, we continue to invest in brands and infrastructure programs, but at a slower rate than revenue growth",87,7
Coca-Cola,2010,Advertising  expenses increased during the year and reflect the Company's continued investment in the health and strength of our brands and building market execution capabilities,100,0
Coca-Cola,2010, We focus on enhancing value for our customers and providing solutions to grow their beverage businesses,0,73
Coca-Cola,2010,"Our approach includes understanding each customer’s business and needs, whether that customer is a sophisticated retailer in a developed market or a kiosk owner in an emerging market",0,73
Coca-Cola,2010,we have a long history of providing world-class customer service,0,100
Coca-Cola,2010,Intangible assets include customer relationships,0,87
Coca-Cola,2010,Chief Customer Officer of the Company,0,100
Coca-Cola,2013,Company is the world's largest nonalcoholic beverage company. We own or license and market more than 500 nonalcoholic beverage brands,100,0
Coca-Cola,2013,Our goal is to use our Company's assets — our brands,100,0
Coca-Cola,2013,"Our our Company introduced a variety of new brands, brand extensions and new beverage products",100,0
Coca-Cola,2013,"We make equity investments in selected bottling operations with the intention of maximizing the strength and efficiency of the Coca-Cola system's production, distribution and marketing capabilities",47,7
Coca-Cola,2013,Our competitive strengths include leading brands,100,0
Coca-Cola,2013,"Employing our business strategy, and with special focus on core brands, our Company seeks to build its existing brands and, at the same time, to broaden its historical family of brands, products and services in order to create and satisfy consumer demand locale by locale",100,7
Coca-Cola,2013,Our success depends on our ability to maintain brand image for our existing products and effectively build up brand image for new products and brand extensions,100,0
Coca-Cola,2013,"Our objective is to use our formidable assets — brands, financial strength, unrivaled distribution system, global reach, and the talent and strong commitment of our management and associates — to achieve long-term sustainable growth",87,7
Coca-Cola,2013,Marketing investments are designed to enhance consumer awareness of and increase consumer preference for our brands,100,7
Coca-Cola,2013,"We have disciplined marketing strategies that focus on driving volume in emerging markets, increasing our brand value in developing markets and growing profit in our most developed markets",73,0
Coca-Cola,2013,"In developing markets, where consumer access has largely been established, our focus is on differentiating our brands",100,0
Coca-Cola,2013,"In our most developed markets, we continue to invest in brands and infrastructure programs, but at a slower rate than revenue growth",87,7
Coca-Cola,2013,We participate in joint brand-building initiatives with our customers in order to drive customer preference for our brands,100,7
Coca-Cola,2013,Advertising expenses increased during the year and reflect the Company's continued investment in the health and strength of our brands and building market execution capabilities while simultaneously capturing incremental marketing efficiencies,100,0
Coca-Cola,2013,Chief Customer Officer of the Company,0,100
Coca-Cola,2013,Intangible assets include customer relationships,0,87
Costco,2007,Strategy is to provide our members with a broad range of high quality merchandise at prices consistently lower than they can obtain elsewhere.,27,40
Costco,2007,offering our members very low prices on a limited selection of nationally branded and selected private-label products in a wide range of merchandise categories will produce high sales volumes and rapid inventory turnover,60,40
Costco,2007,Shoppers are attracted principally by the quality of merchandise and the availability of low prices,27,40
Costco,2007,Litigation and recalls could damage our reputation and our private label brand,47,0
Costco,2007,"In keeping with our policy of member satisfaction, we generally accept returns of merchandise",0,87
Costco,2007,we generally accept returns of merchandise,0,87
Costco,2007,We  introduced a 90-day return policy in the United States on certain electronic items,0,73
Costco,2007,"We now provide, free of charge, technical support service, as well as an extended warranty on certain electronic items",0,73
Costco,2007,"Our membership format is designed to reinforce customer loyalty and provide a continuing source of membership fee revenue, which allows us to offer low prices",0,73
Costco,2007,We compete with other retail and non-retail businesses for these employees and invest significant resources in training and motivating them,0,60
Costco,2010, offering our members very low prices on a limited selection of nationally branded and selected private-label products in a wide range of merchandise categories will produce high sales volumes and rapid inventory turnover,60,40
Costco,2010,Shoppers are attracted principally by the quality of merchandise and the availability of low prices,27,40
Costco,2010,Strategy is to provide our members with a broad range of high quality merchandise at prices consistently lower than they can obtain elsewhere.,27,40
Costco,2010,"We have invested significantly in the development and protection of our well-recognized brands including Costco Wholesale and our premium private label brand, Kirkland Signature ®. Kirkland Signature products are premium products offered to our members",87,0
Costco,2010,"In keeping with our policy of member satisfaction, we generally accept returns of merchandise",0,87
Costco,2010,"On certain electronic items, we have a 90-day return policy in the United States, Canada and the United Kingdom and provide, free of charge, technical support services, as well as an extended warranty",0,73
Costco,2010,Our membership format is designed to reinforce customer loyalty and provide a continuing source of membership fee revenue,0,73
Costco,2010,"We must attract, train and retain a large and growing number of highly qualified employees",0,47
Costco,2010,"Damage to our brands or reputation may negatively impact comparable warehouse sales, lower employee morale and productivity, diminish member trust, and reduce member renewal rates and, accordingly, membership fee revenues, resulting in a reduction in shareholder value.",87,7
Costco,2010,Negative publicity surrounding any assertion that our products caused illness or injury could adversely affect our reputation with existing and potential members and our corporate and brand image and these effects could be long term,87,7
Costco,2013,offering our members very low prices on a limited selection of nationally branded and selected private-label products in a wide range of merchandise categories will produce high sales volumes and rapid inventory turnover,60,40
Costco,2013,Shoppers are attracted principally by the quality of merchandise and the availability of low prices,27,40
Costco,2013,Strategy is to provide our members with a broad range of high quality merchandise at prices consistently lower than they can obtain elsewhere.,27,40
Costco,2013,"We have invested significantly in the development and protection of our well-recognized brands including Costco Wholesale and our premium private label brand, Kirkland Signature ®. Kirkland Signature products are premium products offered to our members",87,0
Costco,2013,"In keeping with our policy of member satisfaction, we generally accept returns of merchandise",0,87
Costco,2013,"On certain electronic items, we have a 90-day return policy in the United States, Canada and the United Kingdom and provide, free of charge, technical support services, as well as an extended warranty",0,73
Costco,2013,Our membership format is designed to reinforce customer loyalty and provide a continuing source of membership fee revenue,0,73
Costco,2013,"We must attract, train and retain a large and growing number of highly qualified employees",0,47
Costco,2013,"Damage to our brands or reputation may negatively impact comparable warehouse sales, lower employee morale and productivity, diminish member trust, and reduce member renewal rates and, accordingly, membership fee revenues, resulting in a reduction in shareholder value.",87,7
Costco,2013,Negative publicity surrounding any assertion that our products caused illness or injury could adversely affect our reputation with existing and potential members and our corporate and brand image and these effects could be long term,87,7
Amazon,2013,"We seek to be Earth’s most customer-centric company. In each of our two geographic segments, we serve our primary customer sets, consisting of consumers, sellers, enterprises, and content creators.",0,87
Amazon,2013,"We serve consumers through our retail websites and focus on selection, price, and convenience",0,47
Amazon,2013,"We strive to offer our customers the lowest prices possible through low everyday product pricing and shipping offers, and to improve our operating efficiencies so that we can continue to lower prices for our customers. We also provide easy-to-use functionality, fast and reliable fulfillment, and timely customer service. In addition, we offer Amazon Prime, an annual membership program that includes unlimited free shipping on millions of items, access to unlimited instant streaming of thousands of movies and TV episodes, and access to hundreds of thousands of books to borrow and read for free on a Kindle device.",0,87
Amazon,2013,"We operate customer service centers globally,",0,47
Amazon,2013,"Many of our current and potential competitors have greater resources, longer histories, more customers, and greater brand recognition.",27,0
Amazon,2013,"We may have limited or no experience in our newer market segments, and our customers may not adopt our new offerings. These offerings may present new and difficult technology challenges, and we may be subject to claims if customers of these offerings experience service disruptions or failures or other quality issues.",0,47
Amazon,2013,"A softening of demand, whether caused by changes in customer preferences",0,27
Amazon,2013,"our ability to retain and increase sales to existing customers, attract new customers, and satisfy our customers’ demands",0,87
Amazon,2013,provide additional benefits to our customers,0,47
Amazon,2013,the extent to which operators of the networks between our customers and our websites successfully charge fees to grant our customers unimpaired and unconstrained access to our online services;,0,47
Amazon,2013,"Local companies may have a substantial competitive advantage because of their greater understanding of, and focus on, the local customer, as well as their more established local brand names.",27,20
Amazon,2013,If we do not adequately predict customer demand or otherwise optimize and operate our fulfillment centers successfully,0,27
Amazon,2013,it could negatively impact our operating results and customer experience.,0,87
Amazon,2013,"If we do not stock or restock popular products in sufficient amounts such that we fail to meet customer demand, it could significantly affect our revenue and our future growth",0,40
Amazon,2013,the potential impairment of customer and other relationships of the company we acquired or in which we invested or our own customers as a result of any integration of operations;,20,40
Amazon,2013,"including personal information, for our customers, failure to prevent or mitigate data loss or other security breaches, including breaches of our vendors’ technology and systems, could expose us or our customers to a risk of loss or misuse of such information, adversely affect our operating results, result in litigation or potential liability for us, and otherwise harm our business.",0,40
Amazon,2013,Our primary source of revenue is the sale of a wide range of products and services to customers,0,40
Amazon,2013,"To increase sales of products and services, we focus on improving all aspects of the customer experience, including lowering prices, improving availability, offering faster delivery and performance times, increasing selection, increasing product categories and service offerings, expanding product information, improving ease of use, improving reliability, and earning customer trust",0,100
Amazon,2013,"We seek to efficiently invest in several areas of technology and content such as web services, expansion of new and existing product categories and offerings, and initiatives to expand our ecosystem of digital products and services, as well as in technology infrastructure to enhance the customer experience and improve our process efficiencies.",13,100
Amazon,2013,"We believe that offering low prices to our customers is fundamental to our future success, and one way we offer lower prices is through shipping offers.",0,33
Amazon,2013,our ability to affect customer service contacts per unit by implementing improvements in our operations,0,20
Amazon,2013,enhancements to our customer self-service features,0,47
Amazon,2013,"We direct customers to our websites primarily through a number of targeted online marketing channels, such as our Associates program, sponsored search, portal advertising, email marketing campaigns, and other initiatives",20,27
Amazon,2013,"We seek to efficiently invest in several areas of technology and content such as technology infrastructure, including AWS, expansion of new and existing product categories and offerings, and initiatives to expand our ecosystem of digital products and services, as well as in technology infrastructure so we may continue to enhance the customer experience and improve our process efficiency",13,100
Amazon,2013,"We seek to be Earth’s most customer-centric company. In each of our two geographic segments, we serve our primary customer sets, consisting of consumers, sellers, enterprises, and content creators.",0,87
Amazon,2013,"include considerations of customer demand, prices charged by us and others for similar deliverables, and the price if largely based on costs.",0,27
Amazon,2013,"Additionally, we periodically provide incentive offers to our customers to encourage purchases.",0,40
Amazon,2013,The primary reasons for these acquisitions were to expand our customer base and sales channels and to obtain certain technologies to be used in product development,0,27
Amazon,2013,"were to expand our customer base and sales channels, including our consumer channels and subscription entertainment services",0,47
Amazon,2013,sales growth from future product offerings and customers,0,47
Southwest,2013,Customers can now fly between any of the combined 96 Southwest and AirTran destinations on a single itinerary.,0,40
Southwest,2013,"For 2013, approximately 72 percent of Southwest’s Customers flew non-stop, and Southwest’s average aircraft trip stage length was 693 miles, with an average duration of approximately 1.9 hours",0,40
Southwest,2013,"Southwest bundles fares into three major categories: “Wanna Get Away®,” “AnytimeSM,” and “Business Select®,” with the goal of making it easier for Customers to choose the fare they prefer",20,47
Southwest,2013,"The Company’s Internet website, southwest.com®, is the only avenue for Southwest Customers to purchase and manage travel online. Any part of a Customer’s trip can be planned directly from the southwest.com home page. Southwest.com is designed to help make the Customer's experience personal and intuitive with features such as recognizing the Customer's location to provide relevant deals, remembering recent searches to make it easy to get to trips of interest, and shopping cart functionality allowing Customers to purchase air, hotel, and car all at once. Southwest.com highlights points of differentiation between Southwest and other air carriers, as well as the fact that southwest.com is the only place where Customers can purchase Southwest fares online. In addition, southwest.com and swabiz.com (the Company’s business travel reservation web page) are available in a translated Spanish version, which provides Customers who prefer to transact in Spanish the same level of Customer Service provided by the English versions of the websites. Additionally, as discussed further below under ""Other Initiatives - Mobile Website and Mobile Boarding Passes,"" Southwest offers Customers a mobile website and apps to provide Customers the ability to transact with Southwest anytime they have access to their mobile device. The Internet is also an integral part of AirTran’s distribution network. In addition to being user-friendly and simple, AirTran’s website is designed to sell tickets efficiently. AirTran.com allows Customers to easily book and manage their travel, including the ability to retrieve and change future flight reservations, make seat selections, and check in online. As part of the Company's network connectivity efforts, Customers can now book AirTran flights on southwest.com",47,60
Southwest,2013,"the Company has continued to design, implement, and manage other initiatives to increase revenues, improve cost controls, and attract and retain Customers",0,60
Southwest,2013,The Company fully deployed connecting capabilities between the Southwest and AirTran networks allowing Customers of both Southwest and AirTran to book connecting itineraries between the two carriers. Customers can now fly between any of the combined 96 Southwest and AirTran destinations on a single itinerary.,0,47
Southwest,2013,"The New Southwest Experience is intended to enhance Customer comfort, personal space, and the overall travel experience, while improving fleet efficiency and being environmentally responsible",0,87
Southwest,2013,"When these Customers purchase travel at least 36 hours prior to flight time, they receive the best boarding pass number available (generally, an ""A"" boarding pass). ""A-List"" or ""A-List Preferred"" Customers are automatically checked in for their flight in advance of departure. Rapid Rewards Members who fly 100 qualifying one-way flights or earn 110,000 qualifying points in a calendar year automatically receive a Companion Pass, which provides for unlimited free roundtrip travel for one year to any destination available on Southwest for a designated companion of the qualifying Rapid Rewards Member. The Rapid Rewards Member and designated companion must travel together on the same flight.",13,60
Southwest,2013,"Southwest's Rapid Rewards frequent flyer program has been designed to drive more revenue by (i) bringing in new Customers, including new Rapid Rewards Members, as well as new holders of Southwest's co-branded Chase Visa credit card; (ii) increasing business from existing Customers; and (iii) strengthening the Company's Rapid Rewards hotel, rental car, credit card, and retail partnerships. To date, the program has exceeded the Company's",13,47
Southwest,2013,"The Company has enabled Customers to transfer their loyalty rewards between the Southwest and AirTran frequent flyer programs. As a result, members have the benefit of the entire combined network for redemption.",0,87
Southwest,2013,"For the Company's 2013 consolidated results, Customers of Southwest and AirTran redeemed approximately 5.4 million flight awards, accounting for approximately 9.5 percent of revenue passenger miles flown. For the Company's 2012 consolidated results, Customers of Southwest and AirTran redeemed approximately 4.5 million flight awards, accounting for approximately 9.0 percent of revenue passenger miles flown. For the Company's 2011 consolidated results, which include AirTran results from May 2, 2011, through December 31, 2011, Customers of Southwest and AirTran redeemed approximately 3.7 million flight awards, accounting for approximately 8.6 percent of revenue passenger miles flown",0,13
Southwest,2013,"Southwest is also the only major U.S. airline that does not impose a fee on any of its fares for a Customer change in flight plans. The Company has continued to incorporate this key point of differentiation in its marketing campaigns. The campaigns highlight the importance to Southwest of Customer Service by showing that Southwest understands plans can change and therefore does not charge a change fee. While a Customer may pay a difference in airfare, the Customer will not be charged a change fee on top of any difference in airfare.",33,73
Southwest,2013,"Also unlike most of its competitors, Southwest does not impose additional fees for items such as seat selection, fuel surcharges, snacks, curb-side checkin, and telephone reservations. In addition, Southwest allows each ticketed Customer to check one stroller and one car seat free of charge, in addition to the two free checked bags.",13,60
Southwest,2013,"The Company also continues to promote all of the many other reasons to fly Southwest such as its low fares, network size, Customer Service, free live television offerings (discussed below under ""Inflight WiFi and Entertainment""), and its Rapid Rewards frequent flyer program.",0,87
Southwest,2013,"During 2013, the Company continued to experience revenue benefits from service offerings such as Southwest's EarlyBird Check-in® and Pets Are Welcome on Southwest (P.A.W.S.) products. EarlyBird Check-in provides Customers with automatic checkin so Customers are checked in 12 hours before general boarding positions become available, improving Customers' seat selection options. Customers can purchase EarlyBird Check-in for an additional $12.50 each way (priority boarding privileges are already included in the purchase of a Business Select fare and are a benefit of being an A-List frequent flyer - see ""Southwest's Rapid Rewards Frequent Flyer Program"" above). Southwest's P.A.W.S. offering allows Customers to bring a small cat or dog into the aircraft cabin for a $95 one-way fare. In 2013, as part of the Company's network connectivity efforts, it began enabling Customers to book a small cat or dog into the aircraft cabin on domestic shared itineraries with AirTran. Southwest also charges an additional $50 per one-way trip for unaccompanied minor travel to address the administrative costs and the extra care necessary to safely transport these Customers. The Company also expects to continue to benefit from ancillary revenue opportunities created by Southwest's Rapid Rewards frequent flyer program.",60,87
Southwest,2013,"During January 2013, Southwest began selling open premium boarding positions systemwide at the gate for a $40 charge per flight. Southwest's sale of open premium boarding positions at the gate provides another early boarding choice for its Customers in addition to Southwest's ""Business Select"" product and EarlyBird Check-in. Also in 2013, as part of the Company's network connectivity efforts, it began enabling Customers booking shared itineraries through AirTran channels to purchase these open premium boarding positions at the gate on Southwest-operated flights.",7,27
Southwest,2013,"During second quarter 2013, Southwest announced its implementation of a No Show policy that applies to nonrefundable fares that are not canceled or changed by a Customer at least ten minutes prior to a flight's scheduled departure. If a Customer has booked a nonrefundable fare anywhere in his/her itinerary and that portion of the flight is not used and not canceled or changed by the Customer at least ten minutes prior to scheduled departure, all unused funds on the full itinerary will be forfeited, and the remaining reservation will be canceled. This policy does not apply to military fares, senior fares, or travel during certain irregular operations, including severe weather conditions. The No Show policy will not impact Customers who simply cancel a Wanna Get Away or DING! ® fare at least ten minutes prior to scheduled departure; in this case, Customers may reuse their funds toward future travel on Southwest, without a change fee, as they have always done. Customers who are traveling on a fully refundable itinerary that does not contain a Wanna Get Away or DING! fare will continue to have the option of either requesting a refund or holding funds for future travel. Southwest expects that the No Show policy will promote Customer behavior that will enable Southwest to re-sell the open seat prior to departure",7,40
Southwest,2013,Southwest's Customers are now able to use small portable electronic devices to utilize the airline's onboard WiFi from gate-to-gate when travelling on a Southwest WiFi-equipped airplane. Southwest is currently the only carrier to offer gate-to-gate connectivity.,0,47
Southwest,2013,"The Company's Automated Outbound Messaging (""AOM"") service enables it to (i) proactively deliver customized automated voice, text, and e-mail messages to Southwest Customers when there has been a change in their flight status as a result of a cancellation or flight delay (of 30 minutes or more), as well as potential disruptions to Southwest's scheduled service; and (ii) give Southwest Customers the option to connect to a Customer Representative or rebook online in the case of cancelled flights. Southwest Customers who book their travel on southwest.com have the option to receive these notifications via telephone (landline or mobile), SMS texting, or email. In addition to providing flight information to Southwest Customers using their preferred contact method, if applicable, the Company directs Southwest Customers to rebook their flights online via southwest.com/rebook. The AOM strategy is designed to increase proactive Customer outreach and accommodations, reduce inbound calls, improve contact center management, save costs, and provide a better overall experience.",0,87
Southwest,2013,". The new rule may reduce the Company's staffing flexibility, which could impact the Company's operational performance, costs, and Customer Experience.",0,40
Southwest,2013,"As a result, the Company's Customers are now able to use small PEDs and connect to onboard wireless communications systems, in certain circumstances, from gate to gate. This includes the use of onboard WiFi when travelling on a Southwest WiFi-equipped airplane. Customers travelling on AirTran flights are unable to use GoGo WiFi below 10,000 feet due to GoGo transmission restrictions. Customers may use small PEDs such as smartphones, e-readers, tablets, or MP3 players to read a book, play a built-in game, or listen to their personal music during all phases of flight.",0,47
Southwest,2013,"TSA personnel and TSA-mandated security procedures can affect the Company's operations, costs, and Customer experience",0,13
Southwest,2013,"The Company has made significant investments to address the effect of security regulations, including investments in facilities, equipment, and technology to process Customers, checked baggage, and cargo efficiently and restore the airport experience; however, the Company is not able to predict the impact, if any, that various security measures or the lack of TSA resources at certain airports will have on Passenger revenues and the Company's costs, either in the shortterm or the longterm.",0,47
Southwest,2013,"Thus, CBP personnel and CBP-mandated procedures can affect the Company's operations, costs, and Customer experience. The Company will make significant investments in facilities, equipment, and technologies at certain airports in order to improve the Customer experience and to assist CBP with the inspection and processing duties; however, the Company is not able to predict the impact, if any, that various CBP measures or the lack of CBP resources will have on Company revenues and costs, either in the short term or the long term.",0,60
Southwest,2013,"Key competitive factors within the airline industry include (i) pricing and cost structure; (ii) routes, frequent flyer programs, and schedules; and (iii) customer service, comfort, and amenities. Southwest and AirTran also compete for customers with other forms of transportation, as well as alternatives to travel. In recent years, the majority of domestic airline service has been provided by Southwest and the other largest major U.S. airlines, including American Airlines, Delta Air Lines, United Airlines, and US Airways.",13,47
Southwest,2013,". For example, an alliance or codesharing agreement enables an airline to offer flights that are operated by another airline and also allows the airline's customers to book travel that includes segments on different airlines through a single reservation or ticket. As a result, depending on the nature of the specific alliance or codesharing arrangement, a participating airline may be able to (i) offer its customers access to more destinations than it would be able to serve on its own, (ii) gain exposure in markets it does not otherwise serve, or (iii) increase the perceived frequency of its flights on certain routes. Alliance and codesharing arrangements not only provide additional route flexibility for participating airlines, they can also allow these airlines to offer their customers more opportunities to earn and redeem frequent flyer miles",0,47
Southwest,2013,"Southwest and AirTran also compete with other airlines in areas of Customer Service such as ontime performance, passenger amenities, flight equipment type, and comfort. According to statistics published by the DOT, Southwest consistently ranks at or near the top among domestic carriers in Customer Satisfaction for having the lowest Customer complaint ratio. ",0,100
Southwest,2013,"The ability to increase fares can also be limited by factors such as the historical low-fare reputation of both Southwest and AirTran, the portion of their Customer base that purchases travel for leisure purposes, the competitive nature of the airline industry generally, and the risk that higher fares will drive a decrease in demand.",7,7
Southwest,2013,"The Company may occasionally experience system interruptions and delays that make its websites and services unavailable or slow to respond, which could prevent the Company from efficiently processing Customer transactions or providing services. ",20,20
Southwest,2013,Any failure of the Company to maintain the security of certain Customer-related information could result in damage to the Company's reputation and could be costly to remediate.,40,47
Southwest,2013,". As a result, the Company has become increasingly reliant on the success of revenue initiatives to help offset increasing costs and to continue to improve Customer Service. ",0,60
Southwest,2013,"changes in laws that increase costs for safety, security, compliance, or other Customer Service standards, such as the new FAA regulations with respect to Pilot flight/duty time limitations and rest requirements discussed above under ""Business -Regulation",0,13
Southwest,2013,"Company in a seamless manner that minimizes any adverse impact on Customers, suppliers, Employees, and other constituencies; the challenges associated with integrating the Company's workforce while maintaining focus on providing consistent, high quality Customer Service; and",0,87
Southwest,2013,"Any of the foregoing factors could adversely affect the Company's ability to maintain relationships with Customers, suppliers, Employees, and other constituencies or the Company's ability to achieve the anticipated benefits of the acquisition on a timely basis, or at all, or could reduce the Company's earnings or otherwise adversely affect the business and financial results of the Company. In addition, integration requirements have caused, and may continue to cause, the Company to delay other strategic initiatives. There can be no assurances that the Company will be successful or that it will realize the expected operating efficiencies, cost savings, revenue enhancements, and other benefits currently anticipated from the acquisition.",7,40
Southwest,2013,". The Company will make significant investments in facilities, equipment, and technologies at certain airports in order to improve the Customer experience and to assist CBP with the inspection and processing duties; however, the Company is not able to predict the impact, if any, that various CBP measures or the lack of CBP resources will have on Company revenues and costs, either in the short term or the long term.",0,73
Southwest,2013,The Company will need to continue certain branding or rebranding initiatives in connection with the acquisition that may take a significant amount of time and involve substantial additional costs and that may not be favorably received by Customers.,60,0
Southwest,2013,"The failure of any such rebranding initiative could adversely affect the Company's ability to attract and retain Customers, which could cause the Company not to realize some or all of the anticipated benefits contemplated to result from the acquisition.",40,40
Southwest,2013,"As of December 31, 2013, the Company operated seven Customer Support and Services call centers. The centers located in Atlanta, San Antonio, Chicago, Albuquerque, and Oklahoma City occupy leased space. The Company owns its Houston and Phoenix centers. The Company opened its new expanded Customer Support and Services center in San Antonio in June 2012, replacing an older facility and creating more than 300 local jobs. In 2013 the Company consolidated its former Atlanta, Savannah, and Carrollton, Georgia call centers into a new Atlanta call center, located in leased space.",0,100
Southwest,2013,"This was primarily due to a decrease in ancillary revenues as a result of the adoption of Southwest's more Customer-friendly fee policies for Customers that purchase travel on AirTran through southwest.com. Other revenues for 2013 included approximately $105 million in baggage fees collected from AirTran Customers, versus approximately $146 million for 2012. The Company currently expects this trend to continue as the integration process moves forward. Consequently, the Company currently expects Freight and Other revenues, combined, in first quarter 2014 to decrease compared to first quarter 2013.",0,33
Southwest,2013,"Events and circumstances outside of historical fare sale activity or historical Customer travel patterns can result in actual refunds, exchanges, or forfeited tickets differing significantly from estimates. The Company evaluates its estimates within a narrow range of acceptable amounts. If actual refunds, exchanges, or forfeiture experience results in an amount outside of this range, estimates and assumptions are reviewed and adjustments to Air traffic liability and to Passenger revenue are recorded, as necessary. Additional factors that may affect estimated refunds and exchanges include, but may not be limited to, changes to the Company's ticketing policies, the Company's refund, exchange, and unused funds policies, the mix of refundable and nonrefundable fares, promotional fare activity, and the impact of the economic environment on Customer behavior. ",0,40
Southwest,2013,"Under its current program, Southwest continues to estimate the portion of frequent flyer points that will not be redeemed. These estimates are based on experience in its previous program and expectations of customer behavior given the rules of the current program",0,13
Southwest,2013,"The Company currently has agreements with organizations that process credit card transactions arising from purchases of air travel tickets by its Customers utilizing American Express, Discover and MasterCard/VISA. ",40,0
Southwest,2013,"The Company is also required to collect certain taxes and fees from Customers on behalf of government agencies and remit these back to the applicable governmental entity on a periodic basis. These taxes and fees include U.S. federal transportation taxes, federal security charges, and airport passenger facility charges. These items are collected from Customers at the time they purchase their tickets, but are not included in Passenger revenue. The Company records a liability upon collection from the Customer and relieves the liability when payments are remitted to the applicable governmental agency.",0,40
Southwest,2013,"Rapid Rewards Members can also earn points through qualifying purchases with Rapid Rewards Partners (which include, for example, car rental agencies, hotels, restaurants, and retail locations), as well as by using Southwest's co-branded Chase® Visa credit card. In addition, holders of Southwest's co-branded Chase Visa credit card are able to redeem their points for items other than travel on Southwest, such as international flights on other airlines, cruises, hotel stays, rental cars, gift cards, event tickets, and more. In addition to earning points for revenue flights and qualifying purchases with Rapid Rewards Partners, Rapid Rewards Members also have the ability to purchase points.",87,60
Southwest,2013,"Southwest's Rapid Rewards frequent flyer program has been designed to drive more revenue by (i) bringing in new Customers, including new Rapid Rewards Members, as well as new holders of Southwest's co-branded Chase Visa credit card; (ii) increasing business from existing Customers; and (iii) strengthening the Company's Rapid Rewards hotel, rental car, credit card, and retail partnerships. To date, the program has exceeded the Company's expectations with respect to the number of frequent flyer members added, the amount spent per member on airfare, the number of flights taken by members, the number of Southwest’s co-branded Chase Visa credit card holders added, the number of points sold to business partners, and the number of frequent flyer points purchased by program members.",40,47
